material;season;brand;style;name;characteristics;composition;gender;department;category;type;site;noimages;comment;status
EGL23RTFRO-MKP0;253;roxy;EGL23RTFRO;Roxy Front - Surf Traction Pad;"4-Piece Pad
Flat Design
Striped Grooving.";85% EVA, 13% 3M glue, 2% PVC;Women;Equipment;Equipment Parts & Accessories;Traction Pad;C/O;false;;
EGL23RTSOL-TKF0;253;roxy;EGL23RTSOL;Roxy Muse - Surf Traction Pad;"3-Piece Pad
Flat Design
10 mm Kicker
Striped Grooving.";85% EVA, 13% 3M glue, 2% PVC;Women;Equipment;Equipment Parts & Accessories;Traction Pad;C/O;false;;
ERJWR03432-KVJ0;253;roxy;ERJWR03432;Essentials - Long Sleeve One-Piece Swimsuit for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester jersey blend fabric
__Fit:__ Fitted fit
__Neck:__ Crew neck
__Coverage:__ Hipster coverage
__Sleeves:__ Long sleeves
__Branding:__ Screen logo on front chest and top of back
__Other Features:__ Fully lined body.";[Main Fabric] 86% Recycled Polyester, 14% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03547-BSP0;253;roxy;ERJWR03547;Whole Hearted - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve and centre front";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03547-KVJ0;253;roxy;ERJWR03547;Whole Hearted - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve and centre front";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03547-SKB;253;roxy;ERJWR03547;Whole Hearted - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve and centre front";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;MKP ONLY;false;;
ERJWR03547-WBB0;253;roxy;ERJWR03547;Whole Hearted - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve and centre front";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03555-KVJ0;253;roxy;ERJWR03555;Roxy Heater - Long Sleeve Thermal Rash Vest for Women;"__Fabric:__ Soft, resistant stretch, recycled nylon elastane tricot
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection when worn as a surf shirt
Can be worn under a wetsuit for base layer insulation
High collar for maximum protection and warmth
Screen logo on left sleeve and centre front";[Main Fabric] 85% Recycled Nylon, 15% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03572-KVJ0;253;roxy;ERJWR03572;Heater - Long Sleeve One-Piece Swimsuit for Women;"__Eco-Conscious Fabric:__ REPREVE™ traceable, recycled 4-way stretch polyester made from plastic bottles
__Neck:__ Front round neckline
__Coverage:__ Moderate coverage
__Fit:__ Fitted fit
Sleeve: Long sleeve
__Closure:__ Back zip closure
__Branding:__ Screen print at wearer's left bust.";85% Recycled Nylon, 15% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03696-KVJ0;253;roxy;ERJWR03696;New Essentials - Long Sleeve Zip-Up Rash Vest for Women;"__Fabric:__ Soft, resistant, stretch recycled polyester elastane blend jersey fabric
__UV Protection:__ UPF 50 sun protection
__Fit:__ Fitted fit
__Neck:__ Crew neck
__Sleeves:__ Long sleeve
__Closure:__Front zip closure
__Branding:__ Screen logo at left side of the chest and bottom of left sleeve
Download [Declaration Of Conformity](https://cdn.napali.app/static/global/certificates/LYCRAS/243-RX_LYCRA-11272-Declaration_de_conformite-EPI_type_I.pdf)(https://cdn.napali.app/static/global/certificates/LYCRAS/251-RX_LYCRA-15774-Declaration_de_conformite-EPI_type_I.pdf)";[Main Fabric] 86% Recycled Polyester, 14% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03849-KVJ0;253;roxy;ERJWR03849;Happy Waves - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch fabric, recycled nylon elastane jersey
__Fit:__ Loose
__UV Protection:__ UPF 50 sun protection
Crew neck
Screen print at chest front and centre back";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;C/O;false;;
ERJWR03867-KVJ0;253;roxy;ERJWR03867;Roxy Active - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, strong, recycled, chlorine-resistant, and stretch nylon fabric
__Fit:__ Fitted
Contrasted band at waist
Roxy screen logo at sleeve";[Main Fabric] 75% Recycled Nylon, 25% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03868-KVJ3;253;roxy;ERJWR03868;Roxy Active - Long Sleeve Front Zip One-Piece for Women;"__Fabric:__ Soft, strong, recycled, chlorine-resistant, and stretch nylon fabric
__Fit:__ Fitted
Printed sleeves
Roxy screen logo at side";[Main Fabric] 75% Recycled Nylon, 25% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03869-KVJ2;253;roxy;ERJWR03869;Roxy Pro Wave - Long Sleeve Back Zip Opening Shorty Rash Vest for Women;"__Fabric:__ Soft, strong, technical, thin neoprene feel, resistant, and stretch fabric
__Fit:__ Fitted
Dynamic and fashion look
Roxy logo at centre back
Boyleg fit
Printed panels
Print may differ slightly depending on colourway";[Main Fabric] 62% Recycled Nylon, 38% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03872-KVJ9;253;roxy;ERJWR03872;Basic Mix - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 fabric
Printed sleeves
Dynamic and fashion look
Print placement may differ
Screen logo at front chest and top of back
Crew neckline style";[Main Fabric] 85% Recycled Polyester, 15% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03873-KVJ9;253;roxy;ERJWR03873;Basic Mix - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester elastane jersey
__Fit:__ Fitted
Printed sleeves
Sporty and simple shape
Print placement may differ
Body fully lined
Rubber screen logo on chest left side and centered back under the zip";[Main Fabric] 85% Recycled Polyester, 15% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03874-XCMC;253;roxy;ERJWR03874;Kerlina - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled fabric
__Fit:__ Fitted
Feminine shape with small keyhole detail at centre front with a self-fabric tie and drawstring tunel to adjust the opening
Body fully lined
Rubber plate logo at centre back";[Main Fabric] 87% Recycled Nylon, 13% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03875-RPH6;253;roxy;ERJWR03875;Khloe - Long Sleeve Back Closure One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled fabric
__Fit:__ Fitted
Printed sleeves and top of body
Open back with butterfly clip closure at top
Print placement may differ
Colourful binding at leg opening for a retro style
Body fully lined
Screen logo at centre back
Removable cups";[Main Fabric] 87% Recycled Nylon, 13% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03876-BGC6;253;roxy;ERJWR03876;Flowers Wave - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled textured fabric
__Fit:__ Fitted
All-over print
Sporty shape with a play on white bindings for a retro look
Body fully lined
Rubber plate logo";[Main Fabric] 85% Recycled Nylon, 15% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03878-KVJ0;253;roxy;ERJWR03878;Essentials - Long Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch fabric, recycled nylon elastane jersey
__Fit:__ Loose
__UV Protection:__ UPF 50 sun protection
Crew neck
Screen logo";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03880-KVJ2;253;roxy;ERJWR03880;Roxy Pro The Overhead - Active Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, strong, recycled, resistant, and stretch fabric
__Fit:__ Fitted
ROXY screen logo
__Coverage:__ Moderate
Body fully lined";[Main Fabric] 62% Recycled Nylon, 38% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03895-KVJ0;253;roxy;ERJWR03895;Kerlina - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled fabric
__Fit:__ Fitted
Feminine shape with small keyhole detail at centre front with a self-fabric tie and drawstring tunel to adjust the opening
Body fully lined
Embroidery logo at front chest and centre back";[Main Fabric] 87% Recycled Nylon, 13% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03906-KVJ0;253;roxy;ERJWR03906;Essentials - Long Sleeve Back Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester elastane jersey
__Fit:__ Fitted
Screen logo at left side of the chest and at back
Crew neckline style
Body fully lined";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;L/SL Surf Tee;NEW;false;;
ERJWR03428-KVJ0;253;roxy;ERJWR03428;Essentials - Short Sleeve Zipped UPF 50 Rash Vest for Women;"__Recycled Fabric:__ REPREVE™ traceable, recycled polyester made from plastic bottles
__Fit:__ Classic, comfortable regular fit
__UV Protection:__ UPF 50 sun protection
Rubber print on chest
Half-zip front opening
Download [Declaration Of Conformity](https://cdn.napali.app/static/global/certificates/LYCRAS/243-RX_LYCRA-11272-Declaration_de_conformite-EPI_type_I.pdf)(https://cdn.napali.app/static/global/certificates/LYCRAS/251-RX_LYCRA-15774-Declaration_de_conformite-EPI_type_I.pdf)";86% Recycled Polyester, 14% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03496-KVJ0;253;roxy;ERJWR03496;Essentials - Cap Sleeve Front Half Zip One-Piece for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
Screen logo at chest left side and upper back
Body fully lined";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03548-BSP0;253;roxy;ERJWR03548;Whole Hearted - Short Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03548-KVJ0;253;roxy;ERJWR03548;Whole Hearted - Short Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03548-WBB0;253;roxy;ERJWR03548;Whole Hearted - Short Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch recycled polyester-elastane jersey
__Fit:__ Fitted
__UV Protection:__ UPF 50 sun protection
Large collar binding
Screen logo on left sleeve";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03701-KVJ0;253;roxy;ERJWR03701;New Essentials - Cap Sleeve Front Half Zip Rash Vest for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester elastane jersey UV resistant
__Fit:__ Fitted
Screen logo at chest left side and left bottom";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03850-KVJ0;253;roxy;ERJWR03850;Happy Waves - Short Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch fabric, recycled nylon elastane jersey
__Fit:__ Loose
__UV Protection:__ UPF 50 sun protection
Crew neck
Screen print at chest front and centre back";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;C/O;false;;
ERJWR03877-MLB0;253;roxy;ERJWR03877;Sunset Stripe - Cap Sleeves One-Piece for Women;"__Fabric:__ Soft, strong, recycled, resistant, and stretch textured rib fabric
__Fit:__ Fitted
Open back design with tie closure at back neckline
Roxy rubber plate at centre back";[Main Fabric] 81% Recycled Nylon, 19% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;NEW;false;;
ERJWR03879-KVJ0;253;roxy;ERJWR03879;Essential - Short Sleeve Rash Vest for Women;"__Fabric:__ Soft, resistant stretch, recycled polyester elastane jersey
__Fit:__ Loose
__UV Protection:__ UPF 50 sun protection
Screen logo";[Main Fabric] 84% Recycled Polyester, 16% Elastane;Women;Swimwear;Surf Shirt/Rashguard;S/SL Surf Tee;NEW;false;;
EGL21IPMLY-KPG0;253;roxy;EGL21IPMLY;Rx Isup Molokai Yoga - SUP for Women;"__Size:__ 10'6 X 35 X 6 322 L
Yoga fitness
Centre Fin With Handscrew
Max Weight 120 kg
";Eps & Fiberglass;Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
EGL22IPGLI-MJN5;253;roxy;EGL22IPGLI;Rx Isup Glide - SUP for Women;"__Size:__ 11.6 x 31 x 6 - 320L 
Centre fin with hand screw
__Max Weight:__ 120 kg
All round
Touring design with excellent stability
Incredibly easy to generate Mach 3 speed";Eps & Fiberglass;Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
EGL22IPMLK-BMTW;253;roxy;EGL22IPMLK;"RX ISUP Molokai 10'6"" - Stand Up Paddle Board";"__Dimensions:__ 10'6"" x 32"" x 6""
__Volume:__ 310 litres
Centre fin with handscrew
__Max weight:__ 120kg
Ideal as an all rounder
Excellent stability and speed";100% Polyvinyl Chloride (PVC);Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
EGL22IPMLY-KPG0;253;roxy;EGL22IPMLY;"RX Isup Molokai Yoga 10'6"" - Stand Up Paddle Board";"__Dimensions:__ 10'6"" x 32"" x 6""
__Volume:__ 322 litres
Yoga fitness
Centre fin with handscrew
__Max weight:__ 120kg
Great stability = perfect for yoga";100% Polyvinyl Chloride (PVC);Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
EGL22LNK12-MUL;253;roxy;EGL22LNK12;Lanakai - SUP for Women;"__Size:__ 12.6 x 32 x 6 340L
Centre fin with hand screw
__Max Weight:__ 120kg
All round
Touring
Excellent stability, incredibly easy to generate Mach 3 speed";Eps & Fiberglass;Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
EGLRXALU21-KPG0;253;roxy;EGLRXALU21;Roxy Aluminium Paddle 3 Pcs - SUP Paddle for Women;"3-Piece design
170-210 cm
Plastic Bblade and aluminium shaft
980 g";Plastic & Aluminium;Women;Equipment;Surfboards;MAL/SUP;C/O;false;;
26BW203503-ANM;253;roxy;26BW203503;5/4 Swell Natural - Hooded Chest Zip Wetsuit for Women;"SWELL SERIES
__Exterior fabric:__ REPEATER STRETCH - 87% Recycled Polyester
13% Recycled Elastane
__Foam Type:__ OCEAN NATURAL RUBBER
__Interior Fabric:__ PRIMALOFT WARM - 37% Polyester
7% Recycled Elastane
56% PrimaLoft Recycled Polyester
__Body type:__ Hooded Full Suit
__Thickness:__ 5/4mm Hooded
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ GBS
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";87% Recycled Polyester, 13% Recycled Spandex;Women;Wetsuits;Wetsuit;Hooded L/SL Fullsuit;NEW;false;;
26BW203501-BLK;253;roxy;26BW203501;5/4 Elite Xtra Warm - Hooded Chest Zip Wetsuit for Women;"ELITE XTRA WARM
__Exterior fabric:__ CHAMPION STRETCH - 93.2% Recycled Nylon
6.8% Elastane
__Foam Type:__ STRETCH FLIGHT ECO NEOPRENE
__Interior Fabric:__ PRIMALOFT WARM - 37% Polyester
7% Recycled Elastane
56% PrimaLoft Recycled Polyester
__Body type:__ Cheeky Long Sleeve Spring Suit
__Thickness:__ 5/4mm Hooded
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ Power Seam
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";93.2% Recycled Nylon, 6.8% Spandex;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
26BW213501-BLK;253;roxy;26BW213501;4/3 Elite Xtra Warm - Chest Zip Wetsuit for Women;"ELITE XTRA WARM
__Exterior fabric:__ CHAMPION STRETCH - 93.2% Recycled Nylon
6.8% Elastane
__Foam Type:__ STRETCH FLIGHT ECO NEOPRENE
__Interior Fabric:__ PRIMALOFT WARM - 37% Polyester
7% Recycled Elastane
56% PrimaLoft Recycled Polyester
__Body type:__ Long Sleeve Full Suit
__Thickness:__ 4/3mm
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ Power Seam
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";93.2% Recycled Nylon, 6.8% Spandex;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
26BW213504-BLK;253;roxy;26BW213504;4/3 Elite Xtra Stretch - Chest Zip Wetsuit for Women;"ELITE XTRA STRETCH
__Exterior fabric:__ CHAMPION STRETCH - 93.2% Recycled Nylon
6.8% Elastane
__Foam Type:__ LEVIPRENE
__Interior Fabric:__ PRIMALOFT STRETCH - 50% Recycled Polyester
50% PrimaLoft Recycled Polyester
__Body type:__ Long Sleeve Full Suit
__Thickness:__ 4/3mm
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ GBS
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";93.2% Recycled Nylon, 6.8% Spandex - 87% Recycled Polyester 13% Recycled Spandex;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
26BW213504-SAG;253;roxy;26BW213504;4/3 Elite Xtra Stretch - Chest Zip Wetsuit for Women;"ELITE XTRA STRETCH
__Exterior fabric:__ CHAMPION STRETCH - 93.2% Recycled Nylon
6.8% Elastane
__Foam Type:__ LEVIPRENE
__Interior Fabric:__ PRIMALOFT STRETCH - 50% Recycled Polyester
50% PrimaLoft Recycled Polyester
__Body type:__ Long Sleeve Full Suit
__Thickness:__ 4/3mm
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ GBS
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";93.2% Recycled Nylon, 6.8% Spandex - 87% Recycled Polyester 13% Recycled Spandex;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
26BW213507-SCS;253;roxy;26BW213507;4/3 Rise Natural - Chest Zip Wetsuit for Women;"RISE COLLECTION
__Exterior fabric:__ REPEATER STRETCH - 87% Recycled Polyester
13% Recycled Elastane
__Foam Type:__ OCEAN NATURAL RUBBER
__Interior Fabric:__ PRIMALOFT STRETCH - 50% Recycled Polyester
50% PrimaLoft Recycled Polyester
__Body type:__ Long Sleeve Full Suit
__Thickness:__ 4/3mm
__Entry system:__ Chest Zip
__Seam Detail - Exterior:__ GBS
__Seam Detail - Interior:__ nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";87% Recycled Polyester, 13% Recycled Spandex;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
26BW213508-ANM;253;roxy;26BW213508;3/2 Swell Natural - Chest Zip Wetsuit for Women;"SWELL SERIES
__Exterior fabric:__ REPEATER STRETCH - 87% Recycled Polyester
13% Recycled Elastane
__Foam Type:__ OCEAN NATURAL RUBBER
__Interior Fabric:__ PRIMALOFT WARM - 37% Polyester
7% Recycled Elastane
56% PrimaLoft Recycled Polyester
__Body type:__ Long Sleeve Full Suit
__Thickness:__ 3/2mm
__Entry system:__ Horizontal Front Zip
__Seam Detail - Exterior:__ GBS
__Seam Detail - Interior:__ : nT Reinforcement Tape and High Stress Point Melco Spot Tape
Glue Details Aqua Alpha - Water Based";100% Polychloroprene;Women;Wetsuits;Wetsuit;L/SL Fullsuit;NEW;false;;
